MPN	SE_MAN_NAME	MFG	CS_STATUS	SCRUB_STATUS	SCRUBBING_STANDARD_COMMENT	SCRUB_URL_COMMENT_ONLINE	SCRUB_URL_COMMENT_FILE_PATH	SCRUB_DS	SCRUB_DS_FILE_PATH	PRODUCT_URL PAGE	TAX_PATH	SE_PART	SE_SUPPLIER	SCRUBBING_ADDITIONAL_COMMENT	CUSTOMER_DESCRIPTION	SCRUB_DS_SOURCE	SCRUB_DS_FILE_TYPE	SCRUB_URL_COMMENT_SOURCE	SCRUB_URL_COMMENT_FILE_TYPE	SOURCING_TASKS_NAME	TRIGGER_Name	SCRUBBING_TASK
Q-B-10AS	Desco Industries	Desco Industries	Direct Match Corrected supplier	Direct Match Corrected supplier								Q-B-10AS	EasyBraid							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
Q-B-5AS	Desco Industries	Desco Industries	Direct Match Corrected supplier	Direct Match Corrected supplier								Q-B-5AS	EasyBraid							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
Q-C-10AS	Desco Industries	Desco Industries	Direct Match Corrected supplier	Direct Match Corrected supplier								Q-C-10AS	EasyBraid							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
OS-D-5AS	Desco Industries	Desco Industries	Direct Match Corrected supplier	Direct Match Corrected supplier								OS-D-5AS	EasyBraid							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
Q-C-5AS	EasyBraid	EasyBraid	Direct Match Corrected supplier	Direct Match Corrected supplier								Q-C-5AS	Desco Industries							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
PMC8818TS	FLEX LTD	FLEX LTD	Direct Match Corrected supplier	Direct Match Corrected supplier								PMC 8818T S	Ericsson							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LTP1245U-S384-E	ABLIC Inc	ABLIC Inc	Direct Match Corrected supplier	Direct Match Corrected supplier								LTP1245U-S384-E	Seiko Instruments Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MS621T	ABLIC Inc	ABLIC Inc	Direct Match Corrected supplier	Direct Match Corrected supplier								MS621T	Seiko Instruments Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
CAPD347M-E	ABLIC Inc	ABLIC Inc	Direct Match Corrected supplier	Direct Match Corrected supplier								CAPD347M-E	Seiko Instruments Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
VT200F-12.5PF20PPM	ABLIC Inc	ABLIC Inc	Direct Match Corrected supplier	Direct Match Corrected supplier								VT200F-12.5PF20PPM	Seiko Instruments Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
RWC8K000AL	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								RWC8K000AL	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
Y16071R50000D9W	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								Y16071R50000D9W	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MP49R90L	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								MP49R90L	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MP402R0L	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								MP402R0L	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MP4K640L	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								MP4K640L	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MP3K010L	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								MP3K010L	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MP6K040L	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								MP6K040L	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MP2K940L	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								MP2K940L	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MAX7K0000B	Alpha Electronics	Alpha Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								MAX7K0000B	Vishay Precision Group							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
TSM23Q-2RG	Applied Motion Products	Applied Motion Products	Direct Match Corrected supplier	Direct Match Corrected supplier								TSM23Q-2RG	MOONS INDUSTRIES							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
STF03-R	Applied Motion Products	Applied Motion Products	Direct Match Corrected supplier	Direct Match Corrected supplier								STF03-R	MOONS INDUSTRIES							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SSF-VR2B	Belden	Belden	Direct Match Corrected supplier	Direct Match Corrected supplier								SSF-VR2B	ABB Installation Products, Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
UCT-LH	Belden	Belden	Direct Match Corrected supplier	Direct Match Corrected supplier								UCT-LH	ABB Installation Products, Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
CF81GHZC	Belden	Belden	Direct Match Corrected supplier	Direct Match Corrected supplier								CF81GHZC	PPC Broadband, Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
DT-04-18-0-C	Belden	Belden	Direct Match Corrected supplier	Direct Match Corrected supplier								DT-04-18-0-C	PPC Broadband, Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
EXM-XLPLUS	Belden	Belden	Direct Match Corrected supplier	Direct Match Corrected supplier								EXM-XLPLUS	PPC Broadband, Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
EXT3	Belden	Belden	Direct Match Corrected supplier	Direct Match Corrected supplier								EXT-3	ABB Installation Products, Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
M80248	Belden	Belden	Direct Match	Direct Match								M80248	Belden							(CS_daily_Scrubbing)	Direct Match	Scrubbing Machine
311P407-2P-B-12	C&K	C&K	Direct Match Corrected supplier	Direct Match Corrected supplier								311P407-2P-B-12	ITT Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
311P409-4S-B-12	C&K	C&K	Direct Match Corrected supplier	Direct Match Corrected supplier								311P409-4S-B-12	ITT Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
311P407-1S-B-12	C&K	C&K	Direct Match Corrected supplier	Direct Match Corrected supplier								311P407-1S-B-12	ITT Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
340100101B DAM7W2PNMB	C&K	C&K	Direct Match Corrected supplier	Direct Match Corrected supplier								340100101B-DAM7W2PNMB	ITT Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
340100101B DAM7W2SNMB	C&K	C&K	Direct Match Corrected supplier	Direct Match Corrected supplier								340100101B-DAM7W2SNMB	ITT Inc							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
M57414RB	Belden	Belden	Direct Match	Direct Match								M57414RB	Belden							(CS_daily_Scrubbing)	Direct Match	Scrubbing Machine
430P684X9400	Cornell Dubilier Electronics	Cornell Dubilier Electronics	Direct Match Corrected supplier	Direct Match Corrected supplier								430P684X9400	Vishay							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
S-C-10AS	Desco Industries	Desco Industries	Direct Match Corrected supplier	Direct Match Corrected supplier								S-C-10AS	EasyBraid							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
S-B-10AS	Desco Industries	Desco Industries	Direct Match Corrected supplier	Direct Match Corrected supplier								S-B-10AS	EasyBraid							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
HGC2M	Desco Industries	Desco Industries	Direct Match Corrected supplier	Direct Match Corrected supplier								HGC2M	3M							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF-B-5AS	Desco Industries	Desco Industries	Direct Match Corrected supplier	Direct Match Corrected supplier								LF-B-5AS	EasyBraid							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GV2G445	Eaton	Eaton	Direct Match Corrected supplier	Direct Match Corrected supplier								GV2G445	Schneider Electric							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GV1G10	Eaton	Eaton	Direct Match Corrected supplier	Direct Match Corrected supplier								GV1G10	Schneider Electric							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GV2G05	Eaton	Eaton	Direct Match Corrected supplier	Direct Match Corrected supplier								GV2G05	Schneider Electric							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
PT3-07	Eaton	Eaton	Direct Match Corrected supplier	Direct Match Corrected supplier								PT-307	TE Connectivity							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
PB-503A	Global Specialties	Global Specialties	Direct Match Corrected supplier	Direct Match Corrected supplier								PB-503A	Cal Test Electronics							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GSK-805	Global Specialties	Global Specialties	Direct Match Corrected supplier	Direct Match Corrected supplier								GSK-805	Cal Test Electronics							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GSK-806	Global Specialties	Global Specialties	Direct Match Corrected supplier	Direct Match Corrected supplier								GSK-806	Cal Test Electronics							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GRDBARV14	Hammond Power Solutions	Hammond Power Solutions	Direct Match Corrected supplier	Direct Match Corrected supplier								GRDBARV14	Hammond Manufacturing							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
CCM03-3001LFT R102	ITT Inc	ITT Inc	Direct Match Corrected supplier	Direct Match Corrected supplier								CCM03-3001LFT R102	C&K							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF2101NTR	IXYS	IXYS	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
LF2190NTR	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								LF2190NTR	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF2304NTR	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								LF2304NTR	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF2103NTR	IXYS	IXYS	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
LF2104NTR	IXYS	IXYS	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
LF21064NTR	IXYS	IXYS	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
LF21904NTR	IXYS	IXYS	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
LF2110BTR	IXYS	IXYS	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
LF2113BTR	IXYS	IXYS	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
W0944WC150	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								W0944WC150	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
W5139TJ480	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								W5139TJ480	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
S802CS1RP	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								S802CS1RP	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
IX4351-EVAL	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								IX4351-EVAL	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
IX4351NETR	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								IX4351NETR	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
IXYT55N120A4HV	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								IXYT55N120A4HV	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF21814NTR	IXYS	IXYS	Need Manual Scrubbing	Need Manual Scrubbing																(CS_daily_Scrubbing)	Need Manual Scrubbing	Scrubbing Machine
M1583VF450	IXYS	IXYS	Direct Match Corrected supplier	Direct Match Corrected supplier								M1583VF450	Littelfuse							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
B-01-RTS	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								B-01-RTS	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
B-06-R-25	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								B-06-R-25	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
B-03-R	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								B-03-R	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
B-01-A1	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								B-01-A1	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
RG-208F	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								RG-208F	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
RG-208F2	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								RG-208F2	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
VU-215F	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								VU-215F	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
VU-215F3	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								VU-215F3	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
VU-220F	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								VU-220F	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
VC-215F3V	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								VC-215F3V	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SU16VD-30050	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								SU16VD-30050	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SU7VC-10003	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								SU7VC-10003	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SNG-19A-080	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								SNG-19A-080	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SNG-19DA-014	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								SNG-19DA-014	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SNG-19DB-014	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								SNG-19DB-014	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SNG-25DA-086	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								SNG-25DA-086	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SNG-25DB-086	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								SNG-25DB-086	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GL-2030C2	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GL-2030C2	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GL-2030ET	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GL-2030ET	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GL-2030H2	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GL-2030H2	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GL-2060H2	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GL-2060H2	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GL-2060M	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GL-2060M	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GL-2080C4	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GL-2080C4	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GL-2100C	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GL-2100C	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GF-210U	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GF-210U	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GT-20302	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GT-20302	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GT-21001	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GT-21001	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GT-215J	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GT-215J	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
GT-2200	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								GT-2200	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF-202U-1	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								LF-202U-1	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF-215N	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								LF-215N	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF-215U	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								LF-215U	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF-305	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								LF-305	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
LF-340	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								LF-340	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MA-2043	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								MA-2043	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MA-2053	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								MA-2053	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
MPCH1040LR68	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								MPCH1040LR68	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
TRS5-90BCR01	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								TRS5-90BCR01	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
SNT-S10	KEMET Corporation	KEMET Corporation	Direct Match Corrected supplier	Direct Match Corrected supplier								SNT-S10	TOKIN Corporation							(CS_daily_Scrubbing)	Direct Match Corrected supplier	Scrubbing Machine
